"indID","sex","min_age","broodID","pairID","mateID","year","hatch_size","par_load","relative_par_load","period","BB","BUVC","YB","YUVC","YC","laydate","Nestbag"
7532901,"M",2,"pir134","7973781_7532901",7973781,2017,8,65,8.12,"F",9.2557520695778,0.331564271342072,13.6939163479547,0.221193887504577,0.739987971240686,NA,1
7532906,"F",2,"pir138","7532906_7531292",7531292,2017,5,51,10.2,"C",5.01383674867427,0.325271807051594,14.523153317017,0.219205352818923,0.624333389819346,NA,1
7532930,"M",2,"pir124","7717620_7532930",7717620,2017,6,39,6.5,"F",10.4524201431666,0.331696207978327,11.5543013904649,0.236805817594408,0.670442952177616,NA,1
7532939,"M",2,"pir77","7973839_7532939",7973839,2017,7,72,10.29,"F",10.5368664127768,0.320921667478412,10.172595900309,0.207158829504829,0.711378187773535,NA,1
7532962,"M",7,"tua221","8863505_7532962",8863505,2022,8,122,15.25,"C",9.74908070148925,0.362718313115123,18.5557807702265,0.263966795688137,0.84876481789179,121,1
7717500,"F",2,"pir5","7717500_8183649",8183649,2020,8,9,1.12,"F",9.15556854902453,0.313337680269658,10.0575580698818,0.22398440384484,0.787893596523157,122,1
7717500,"F",3,"pir5","7717500_8183649",8183649,2021,8,0,0,"F",14.64155203967,0.372035506612202,15.9992858914726,0.222725134934053,0.929687675359427,119,1
7717603,"M",4,"tua216","8183790_7717603",8183790,2019,5,24,4.8,"F",7.65025015893786,0.351596881263823,11.4298443161256,0.201496290803721,0.827690666428599,109,1
7717609,"F",2,"pir53","7717609_7717608",7717608,2017,6,67,11.17,"F",11.7321131264562,0.256309087515834,14.2769090466416,0.211403850514987,0.718059202044539,NA,1
7717611,"F",2,"pir71","7717611_6996789",6996789,2017,7,140,20,"C",8.90971132524661,0.323445097117558,12.9980041909537,0.236271362227131,0.627647204588326,118,1
7717614,"M",3,"pir43","7208618_7717614",7208618,2018,6,12,2,"C",13.2678817396393,0.350042329590585,11.925826911193,0.247721688243958,0.73647162139312,NA,1
7717614,"M",4,"pir207","7208618_7717614",7208618,2019,6,42,7,"F",13.1043588791068,0.345098377960945,11.1387304162962,0.237255093900154,0.543485869141189,127,1
7717614,"M",5,"pir44","8183571_7717614",8183571,2020,10,9,0.9,"F",9.21647805332841,0.354063565983448,13.0760260031207,0.242792187831548,0.8250388953854,NA,1
7717616,"M",4,"pir38","7717620_7717616",7717620,2019,3,15,5,"F",10.8953497924599,0.337507284866265,9.74122825793481,0.23658843462097,0.754210564259008,110,1
7717617,"F",2,"pir122","7717617_7717867",7717867,2017,4,19,4.75,"F",7.8144558569086,0.317419786677776,14.2366136112932,0.229344561781533,0.682172312212483,NA,1
7717617,"F",3,"pir125","7717617_7532656",7532656,2018,8,56,7,"C",12.3790747728314,0.329382172984904,9.52586435152965,0.23392147958208,0.563773763753239,NA,1
7717620,"F",2,"pir124","7717620_7532930",7532930,2017,6,39,6.5,"C",7.14814316050035,0.324938877101742,10.7893419417128,0.234850181392368,0.54958870949951,NA,1
7717620,"F",3,"pir123","7717620_7532930",7532930,2018,8,75,9.38,"C",9.03040392954838,0.334969692754498,7.96411979136718,0.212602825099151,0.938567344965195,132,1
7717620,"F",4,"pir38","7717620_7717616",7717616,2019,3,15,5,"F",9.86248290026321,0.334945712760982,9.95642436227327,0.227243118854509,0.641275898305045,110,1
7717621,"M",2,"pir42","7207675_7717621",7207675,2017,6,18,3,"F",11.2777699989146,0.342949259696864,15.0243667741548,0.238557456331082,0.523811094649211,NA,1
7717622,"M",2,"pir135","7207696_7717622",7207696,2017,6,19,3.17,"C",7.07564233078761,0.3458135539288,12.8592530786297,0.256188158590706,0.698034693272859,118,1
7717627,"M",3,"pir249","7973521_7717627",7973521,2017,5,88,17.6,"F",12.9826106821908,0.332915736590187,14.4291142815415,0.229917918316748,0.888454338267264,117,1
7717629,"M",2,"pir235","7717630_7717629",7717630,2017,6,38,6.33,"C",7.49987241502098,0.338769965589917,15.6490822163671,0.234086215680123,0.592929838640433,NA,1
7717629,"M",4,"pir1","8188052_7717629",8188052,2019,6,52,8.67,"C",14.725116897371,0.341943258363196,10.2470767832388,0.242207490509005,0.579563277702763,117,1
7717629,"M",5,"pir1","8378854_7717629",8378854,2020,6,0,0,"F",9.85492924583058,0.338015327228293,12.4225004729578,0.233287436097506,0.760392453271564,NA,1
7717631,"F",2,"pir81","7717631_3661246",3661246,2017,6,152,25.33,"C",7.44570114266509,0.314748016963964,13.043859738781,0.220996425572597,0.743882793569906,124,1
7717631,"F",3,"pir85","7717631_7530207",7530207,2018,7,35,5,"C",11.0727523411764,0.308730749374535,13.4607528658281,0.235266055606133,0.677178362242547,120,1
7717638,"M",3,"pir100","7717639_7717638",7717639,2017,7,68,9.71,"C",7.29218180555995,0.343899750232009,10.8568564315049,0.250059351761891,0.561367445008598,106,1
7717867,"M",2,"pir128","7717868_7717867",7717868,2016,7,82,11.71,"C",10.43104,0.359178,13.746369,0.248228,0.603899,NA,1
7717870,"F",2,"pir69","7717870_7530609",7530609,2016,6,125,20.83,"F",9.216464,0.300396,13.326673,0.205838,0.668578,NA,1
7717870,"F",3,"pir68","7717870_7530609",7530609,2017,6,75,12.5,"F",12.5240548608557,0.314403029937286,10.5369573117104,0.242041238549927,0.59401219859042,NA,1
7717870,"F",4,"pir46","7717870_8183895",8183895,2018,4,24,6,"C",8.06332917608336,0.322141011041337,11.3153198061848,0.242199580413308,0.535482948877324,NA,1
7717875,"F",3,"pir41","7717875_NA",NA,2016,6,40,6.67,"F",10.301643,0.322015,15.383967,0.223285,0.562384,NA,1
7973083,"M",5,"pir230","8189345_7973083",8189345,2021,7,0,0,"F",12.7079341681525,0.413675487152189,13.9504181229458,0.258428741238188,0.77335599753564,123,1
7973083,"M",6,"pir230","8189345_7973083",8189345,2022,6,31,5.17,"F",13.1516539387081,0.30740369444543,14.3005777034431,0.208307894038625,0.796229078606178,128,1
7973089,"M",2,"pir51","8184829_7973089",8184829,2018,5,51,10.2,"C",13.5191501430783,0.325006664164397,13.2429558013579,0.230555088843788,0.792626992717541,119,1
7973458,"M",4,"tua218","8188783_7973458",8188783,2019,7,99,14.14,"F",10.0749865761823,0.371855899587459,11.5172455407255,0.229145382528942,0.714494169647353,112,1
7973470,"F",2,"pir61","7973470_7973471",7973471,2017,4,30,7.5,"F",9.64741348322301,0.314676638242743,14.0528341549761,0.223920801391203,0.614895343369847,NA,1
7973480,"F",2,"pir158","7973480_7532654",7532654,2017,5,53,10.6,"C",7.84293525367346,0.330303873710092,12.6337162184007,0.235508131365505,0.668305864573971,118,1
7973480,"F",3,"pir158","7973480_7531334",7531334,2018,5,23,4.6,"C",11.0959579511469,0.327298408383942,11.043050532153,0.252813931124362,0.514002209483118,NA,1
7973480,"F",4,"pir159","7973480_7530329",7530329,2019,7,26,3.71,"C",8.39256292266524,0.311305553041073,11.2664680149896,0.240763034120893,0.738694985799384,104,1
7973480,"F",5,"pir159","7973480_7530329",7530329,2020,8,21,2.62,"F",7.92184728585474,0.306983459364475,10.3435748544899,0.209499543799807,0.741231478514879,NA,1
7973480,"F",6,"pir158","7973480_8183986",8183986,2021,6,47,7.83,"C",11.9087959275081,0.381078830199099,16.0888922863318,0.28605513591149,0.602531864095785,123,1
7973480,"F",7,"pir159","7973480_8802314",8802314,2022,7,36,5.14,"C",11.8766624426099,0.405206260661566,13.4609904699317,0.22949656256708,0.752959253367751,130,1
7973502,"F",2,"pir247","7973502_6681731",6681731,2017,6,65,10.83,"C",8.95416233525293,0.310003623144478,15.5485647176789,0.219875298519063,0.579945786334779,NA,1
7973510,"F",2,"pir9","7973510_7975138",7975138,2018,5,54,10.8,"C",10.1477545522243,0.310250411627944,9.73770230085587,0.208329177444048,0.721365577381589,NA,1
7973510,"F",3,"pir4","7973510_7531211",7531211,2019,5,39,7.8,"F",9.77901110175989,0.321289283419811,12.2461016275521,0.214676423369833,0.652266563896449,113,1
7973515,"M",3,"pir91","6990962_7973515",6990962,2017,7,58,8.29,"F",14.3905728476405,0.333359935214816,16.2396270218046,0.229054639579647,0.738937469740077,NA,1
7973526,"M",5,"pir51","NA_7973526",NA,2021,5,9,1.8,"F",21.2063156987456,0.367935584672858,14.0344900246653,0.26887269302631,0.740815830475837,NA,1
7973526,"M",6,"pir40","8804426_7973526",8804426,2022,11,21,1.91,"C",13.269686306836,0.390832772212802,13.2702897201624,0.244852933626472,0.754747541909148,109,1
7973542,"M",3,"pir105","7973543_7973542",7973543,2017,5,92,18.4,"F",12.3253157332074,0.357442919221076,12.7693550828635,0.245677609473697,0.621508576981118,110,1
7973542,"M",4,"pir105","8183906_7973542",8183906,2018,6,52,8.67,"C",13.8920919210754,0.359609050130874,13.3453676719583,0.241144241259341,0.671333771116957,116,1
7973634,"F",2,"pir78","7973634_7531211",7531211,2017,5,55,11,"C",6.52798726338608,0.323522961641983,13.629430272985,0.224753767830948,0.647582976103854,NA,1
7973634,"F",3,"pir4","7973634_7531211",7531211,2018,6,46,7.67,"C",9.55586421290961,0.309624439542758,11.680418474938,0.21780250706001,0.646382192724837,128,1
7973717,"M",3,"pir73","7973734_7973717",7973734,2019,6,27,4.5,"C",11.0198326603903,0.324971100338271,11.2391615452587,0.231365846823478,0.797150633670194,114,1
7973734,"F",2,"pir73","7973734_6400684",6400684,2018,6,53,8.83,"F",7.51015237267017,0.292370563597403,13.1129339718831,0.190108485106727,0.627519695043077,126,1
7973734,"F",3,"pir73","7973734_7973717",7973717,2019,6,27,4.5,"F",7.17920302335292,0.317645234521573,10.3068355007404,0.203763374840349,0.820979185137691,114,1
7973768,"F",2,"pir97","7973768_7973767",7973767,2017,6,68,11.33,"C",5.07086967681556,0.325999249680672,11.7361929870425,0.211016608545351,0.630573320307304,NA,1
7973768,"F",3,"pir94","7973768_8183080",8183080,2018,8,76,9.5,"C",8.14363252033838,0.355648588717091,10.1502912949942,0.225056685978376,0.684365794749511,NA,1
7973781,"F",2,"pir134","7973781_7532901",7532901,2017,8,65,8.12,"C",8.26235568829934,0.342034496549178,14.5563046763062,0.226601921678562,0.632511033223675,NA,1
7973784,"F",2,"pir20","7973784_7531210",7531210,2018,8,108,13.5,"C",10.8154482756802,0.301393692962727,11.8284355131636,0.241078626635205,0.589806468575905,NA,1
7973837,"F",2,"pir39","7973837_7530406",7530406,2017,6,43,7.17,"F",11.8009267222833,0.303892295632629,15.4340996464258,0.221893712843381,0.720429251353223,112,1
7973838,"F",3,"pir139","7973838_6400656",6400656,2017,4,33,8.25,"C",6.79086685690473,0.307712141262336,13.1612982025898,0.245045485041518,0.602279602791457,110,1
7974035,"M",4,"tua219","8378843_7974035",8378843,2020,7,6,0.86,"F",11.1868325438242,0.356621476790807,14.0642618287854,0.221892861310773,0.85757581121572,NA,1
7974200,"F",3,"pir321","8804432_7974200",7974200,2021,6,29,4.83,"F",17.3484192289952,0.349533209153933,16.7981526802801,0.243687363116578,0.765781968156957,NA,1
7975141,"M",7,"pir120","8860325_7975141",8860325,2023,6,100,16.67,"F",11.8785792163903,0.391142059749225,15.8505550757619,0.152447940295103,0.84835117274368,120,1
8183074,"F",3,"pir113","8183074_6989028",6989028,2019,7,43,6.14,"C",8.07774469802076,0.331994395359531,9.02922850502375,0.233460197505041,0.75211983750347,NA,1
8183074,"F",4,"pir114","8183074_8378848",8378848,2020,6,11,1.83,"F",7.66253132271182,0.316974572721576,10.4616707075297,0.234235590830476,0.701724613754198,NA,1
8183077,"F",2,"pir245","8183077_7717627",7717627,2018,6,81,13.5,"C",11.6628461104993,0.336265753221536,8.18634637984047,0.223456482446706,0.785876903567786,120,1
8183077,"F",3,"pir246","8183077_7207547",7207547,2019,5,86,17.2,"F",10.2823932809726,0.337436634445135,9.41932979304499,0.233172273792592,0.726244935114667,NA,1
8183080,"M",2,"pir94","7973768_8183080",7973768,2018,8,76,9.5,"C",9.63092404471721,0.353154916627807,8.8687494500006,0.223555711604701,0.80478615746063,NA,1
8183082,"M",3,"pir32","7531221_8183082",7531221,2018,4,85,21.25,"C",15.1843143378016,0.343783078450117,10.8257945675111,0.213233341396332,0.755448643469492,NA,1
8183567,"M",2,"tua225","8188054_8183567",8188054,2019,5,39,7.8,"F",11.1126874395908,0.341164768284185,11.819156094364,0.2075712338088,0.793416306715745,117,1
8183567,"M",3,"tua225","8188054_8183567",8188054,2020,7,27,3.86,"F",12.7225473627436,0.331207373646646,9.2345084614142,0.229145523613475,0.706939233842027,NA,1
8183567,"M",6,"tua225","8860248_8183567",8860248,2023,6,1,0.17,"F",13.7476887849935,0.318026252956299,18.425232623372,0.246374443572478,0.718611101801427,113,1
8183571,"F",2,"pir45","8183571_8183895",8183895,2019,6,83,13.83,"C",7.6963809901762,0.33565978901006,9.65161675576975,0.235650483668918,0.574050055966929,NA,1
8183572,"F",2,"pir230","8183572_7973083",7973083,2018,7,108,15.43,"C",7.54882114296396,0.325069801415002,7.79125104371835,0.21254642834733,0.781638234874982,NA,1
8183573,"M",3,"pir22","8184900_8183573",8184900,2020,8,64,8,"F",13.3889137944497,0.352263586703868,12.9132139593893,0.235711558173193,0.729712607128393,122,1
8183580,"M",2,"pir101","7532700_8183580",7532700,2018,7,82,11.71,"F",9.79858467727223,0.33770912453289,11.7545327336907,0.198883074051785,0.919459969337468,117,1
8183580,"M",3,"pir101","8183939_8183580",8183939,2019,6,7,1.17,"C",7.63738969664596,0.354795846016751,10.0704690029585,0.220262662731629,0.796068506908833,127,1
8183588,"F",3,"pir74","8183588_6990770",6990770,2018,8,69,8.62,"F",13.1663770689148,0.298299446358649,16.9059658618933,0.207340307211487,0.600099496941725,117,1
8183597,"M",2,"pir26","8183598_8183597",8183598,2018,7,79,11.29,"C",10.3822547352562,0.335683896413954,11.5841750252919,0.235893993734019,0.478287635031962,NA,1
8183597,"M",4,"pir29","8188074_8183597",8188074,2020,8,0,0,"F",9.17381936662402,0.341037302587854,10.313500211165,0.21540423985542,0.67675548722214,113,1
8183597,"M",5,"pir30","8804441_8183597",8804441,2021,6,59,9.83,"F",16.7362472342354,0.37274043494715,14.4476871833754,0.256014127457256,0.598408176283309,NA,1
8183649,"M",3,"pir5","7717500_8183649",7717500,2020,8,9,1.12,"F",9.16286541526867,0.330848073913115,10.9094049254352,0.227927261035865,0.779404907334785,122,1
8183678,"F",3,"pir134","8183678_7532901",7532901,2020,8,28,3.5,"F",8.92296915697342,0.333844338222546,13.2289173380097,0.225330199749542,0.716837621629806,NA,1
8183683,"F",2,"pir80","8183683_1",1,2019,5,18,3.6,"C",6.65736906555038,0.31074387265372,8.97711814532924,0.219297571591167,0.706806658286736,NA,1
8183683,"F",3,"pir232","8183683_8183079",8183079,2020,7,0,0,"F",7.9964375409363,0.288761418477146,10.777771111373,0.208852971128211,0.659889213443348,122,1
8183683,"M",4,"pir232","8183683_8379887",8183683,2021,6,69,11.5,"C",8.69580268743504,0.387277706955064,12.4777747846961,0.263882611938934,0.481968892187321,NA,1
8183684,"M",3,"pir25","8378864_8183684",8378864,2020,7,0,0,"F",8.88919021601663,0.358648337398196,10.7955273690437,0.211748552100487,0.80355984344005,NA,1
8183712,"M",3,"pir64","6990972_8183712",6990972,2020,4,17,4.25,"F",8.02845622108934,0.361261151284304,11.458872576376,0.223914750793025,0.835372819561114,123,1
8183790,"F",3,"tua216","8183790_7717603",7717603,2019,5,24,4.8,"F",12.0411408171487,0.325248826676546,10.8641869141824,0.206999995551281,0.693281941026669,109,1
8183838,"F",2,"pir79","8183838_8183961",8183961,2019,5,104,20.8,"C",8.2642305524902,0.326945959377065,11.5137921382246,0.221586099085081,0.734078538468015,97,1
8183895,"M",2,"pir46","7717870_8183895",7717870,2018,4,24,6,"F",18.5012588277308,0.328630690628622,12.7021406916755,0.228209314667494,0.733257764729853,NA,1
8183906,"F",2,"pir105","8183906_7973542",7973542,2018,6,52,8.67,"C",6.79512312921526,0.308299470593909,8.68093511722919,0.227777923155322,0.605127879281359,116,1
8183926,"M",2,"pir81","8188070_8183926",8188070,2019,8,99,12.38,"F",10.2621067337948,0.380132666628184,11.1853114030786,0.217478131681483,0.855669592705942,NA,1
8183926,"M",3,"pir8","8188070_8183926",8188070,2020,9,23,2.56,"F",10.6415550835887,0.381719672200894,10.2397649755107,0.238528240643471,0.840211799819582,NA,1
8183926,"M",4,"pir81","8188070_8183926",8188070,2021,7,28,4,"F",15.4253050284814,0.407005360345035,14.5599002977902,0.247035888987095,0.914428122239629,132,1
8183933,"F",2,"pir249","8183933_6990955",6990955,2018,5,58,11.6,"C",NA,NA,9.38068337768012,0.215879043684059,0.869438286758156,117,1
8183933,"F",3,"pir249","8183933_6990955",6990955,2019,6,8,1.33,"C",8.49985572666455,0.33034450444613,11.1190271722256,0.247424331683608,0.654839943043526,NA,1
8183939,"F",2,"pir103","8183939_7717638",7717638,2018,5,37,7.4,"F",11.2277638527911,0.330675706631572,11.6406012776748,0.213632105400281,0.724125979972157,120,1
8183961,"M",2,"pir79","8183838_8183961",8183838,2019,5,104,20.8,"F",12.3968359376864,0.346683416926094,10.3012240535676,0.221062865899332,0.671336285920613,97,1
8183961,"M",3,"pir77","8378853_8183961",8378853,2020,7,21,3,"F",11.1934964415646,0.349442957160397,14.5404873270477,0.215339890451893,0.873522066473133,120,1
8183961,"M",4,"pir77","8378853_8183961",8378853,2021,6,21,3.5,"F",12.5045707253351,0.389477347591054,19.3195155184356,0.248835831825967,0.860050716051373,NA,1
8183980,"M",3,"pir239","8183981_8183980",8183981,2018,7,45,6.43,"C",9.34533039113222,0.349288830559452,13.45815244827,0.23366304470735,0.665190770828401,119,1
8183980,"M",4,"pir239","8183981_8183980",8183981,2019,7,33,4.71,"F",9.02894424779063,0.353510826932462,10.6045789859027,0.220491443312988,0.834621493907162,106,1
8183980,"M",5,"pir239","8183981_8183980",8183981,2020,5,6,1.2,"F",11.4642093324362,0.357945327568184,9.3161471934325,0.225402892592691,0.754342587821773,117,1
8183980,"M",6,"pir239","8183981_8183980",8183981,2021,5,46,9.2,"F",10.5654120370376,0.430811011688786,16.1093771491429,0.245783659359288,0.749684238303587,116,1
8183981,"F",2,"pir239","8183981_8183980",8183980,2018,7,45,6.43,"C",13.3488314874281,0.31505549348222,8.99473844091015,0.220467304139592,0.501558772016972,119,1
8183981,"F",3,"pir239","8183981_8183980",8183980,2019,7,33,4.71,"F",7.64151017131526,0.327308596723193,8.66461018277356,0.23682240747519,0.702099462499842,106,1
8183981,"F",4,"pir239","8183981_8183980",8183980,2020,5,6,1.2,"F",9.3346810905615,0.322720927688982,8.73333979507931,0.24450267192358,0.643340945038402,117,1
8183981,"F",5,"pir239","8183981_8183980",8183980,2021,5,46,9.2,"F",13.8722287632257,0.35586631043054,11.2729061845918,0.239181313810136,0.69143685800271,116,1
8183986,"M",3,"pir156","8378856_8183986",8378856,2020,7,20,2.86,"F",10.012392863265,0.345463514347045,9.25311758753806,0.233886984190379,0.751431602841061,NA,1
8188054,"F",2,"tua225","8188054_8183567",8183567,2019,5,39,7.8,"F",9.72353864538543,0.346464019714415,10.9129494492336,0.229095032881095,0.594776521365504,117,1
8188054,"F",3,"tua225","8188054_8183567",8183567,2020,7,27,3.86,"F",7.50725991123763,0.349708121620977,9.00449681566224,0.215979251589087,0.662557226727848,NA,1
8188058,"F",2,"pir57","8188058_7973089",7973089,2019,8,63,7.88,"C",8.9139959628222,0.336042590476281,10.7997094161399,0.222170066044551,0.827205900612575,NA,1
8188058,"F",3,"pir58","8188058_8188059",8188059,2020,7,0,0,"F",8.24814825668951,0.346481547272351,11.7942854276156,0.20866694557464,0.671792172058201,NA,1
8188059,"M",3,"pir58","8188058_8188059",8188058,2020,7,0,0,"F",8.60082165711229,0.329408984604998,13.471022062767,0.230139426955237,0.708442531798027,NA,1
8188059,"M",4,"pir57","8188058_8188059",8188058,2021,5,44,8.8,"F",17.9324157647098,0.359137554170845,16.0045448746873,0.262227609416799,0.752048349947738,122,1
8188059,"M",5,"pir154","8379876_8188059",8379876,2022,7,4,0.57,"F",8.43523871949641,0.340342045359828,12.8486492913062,0.231317928665016,0.602649464824891,126,1
8188066,"M",6,"pir12","8802634_8188066",8802634,2022,7,15,2.14,"F",14.6697574808101,0.40967627328075,11.7681191783785,0.213929571370164,0.687240708414194,NA,1
8188068,"F",2,"pir123","8188068_7531247",7531247,2019,6,29,4.83,"F",7.68500852039406,0.302797609515058,9.83663994666475,0.21051067584866,0.778695038326381,NA,1
8188068,"F",3,"pir94","8188068_8183909",8183909,2020,8,3,0.38,"F",9.77981970726372,0.311022114181369,13.0642859027457,0.203736365712481,0.856175874324237,NA,1
8188069,"M",5,"pir105","8188434_8188069",8188434,2021,7,38,5.43,"F",12.9201347686186,0.416054129382341,19.1485980113059,0.288820870923555,0.756147592399625,NA,1
8188069,"M",6,"pir106","8188434_8188069",8188434,2022,6,12,2,"F",14.1052712830288,0.324018697812447,15.4324034283885,0.214317898484638,0.691562959352232,NA,1
8188070,"F",2,"pir81","8188070_8183926",8183926,2019,8,99,12.38,"C",7.94450972687621,0.312934354947737,8.9643367807019,0.246013493164179,0.552808386347886,NA,1
8188070,"F",3,"pir8","8188070_8183926",8183926,2020,9,23,2.56,"F",8.66871419110974,0.309159296991528,11.9309590890315,0.220808175275247,0.501984809405702,NA,1
8188070,"F",4,"pir81","8188070_8183926",8183926,2021,7,28,4,"F",11.7867335431093,0.365695390070209,17.9003461463418,0.246765742752749,0.580202234657752,132,1
8188070,"F",5,"pir8","8188070_8183926",8183926,2022,7,49,7,"F",10.8648608421188,0.322440257632242,18.275060654908,0.211421847030491,0.530065270915165,NA,1
8188071,"M",3,"pir237","8378870_8188071",8378870,2020,7,15,2.14,"F",11.3480909692652,0.363164999817122,10.6519416954609,0.21782153356431,0.572315463594872,NA,1
8188071,"M",4,"pir236","8378870_8188071",8378870,2021,6,33,5.5,"F",13.5426291567525,0.429332883900665,19.0672551626179,0.256646484782358,0.646508428551385,141,1
8188071,"M",5,"pir237","8378870_8188071",8378870,2022,7,38,5.43,"C",9.68426562926111,0.401218206695849,NA,NA,NA,125,1
8188073,"M",2,"pir245","7208213_8188073",7208213,2019,8,44,5.5,"F",13.347711398014,0.33803420671481,9.30478919453736,0.223848558327385,0.602966370440061,114,1
8188432,"F",2,"pir43","8188432_7208808",7208808,2020,8,0,0,"F",8.07332716914992,0.300504038891348,10.9299858744714,0.191334653786628,0.850407832510445,NA,1
8188432,"F",3,"pir38","8188432_7531247",7531247,2021,8,48,6,"C",11.6782233599072,0.360263127975463,13.021554002854,0.27180161872721,0.598751345272658,130,1
8188432,"F",4,"pir39","8188432_8379861",8379861,2022,9,18,2,"C",7.79882509291836,0.419454537514284,13.8401471676684,0.270632831057909,0.646677382536926,131,1
8188433,"M",3,"pir101","8379979_8188433",8379979,2020,9,41,4.56,"F",11.1287522180281,0.363354799668154,9.08490842314968,0.235502325780969,0.731317132713919,NA,1
8188434,"F",2,"pir105","8188434_7973542",7973542,2020,6,42,7,"F",8.40174703192003,0.313398042367778,10.5630645581965,0.208970256400123,0.823860494453309,124,1
8188434,"F",3,"pir105","8188434_8188069",8188069,2021,7,38,5.43,"F",11.9383505488699,0.36575505376444,14.12892355851,0.249290316145067,0.577780974649683,NA,1
8188783,"F",2,"tua218","8188783_7973458",7973458,2019,7,99,14.14,"F",7.20062830035397,0.305892866608223,9.99193131898803,0.227428006521634,0.593678607999803,112,1
8188783,"F",5,"tua218","8188783_8378800",8378800,2022,8,6,0.75,"F",14.5069136188745,0.346139641232908,13.040184034245,0.235733447079216,0.567960304045849,116,1
8188783,"F",6,"tua218","8188783_9975195",9975195,2023,7,102,14.57,"F",13.73709450703,0.36410762497991,13.1470817858876,0.242546557648503,0.687631427480399,116,1
8188955,"F",3,"pir98","8188955_8188799",8188799,2019,6,40,6.67,"C",8.05190415193827,0.314596506420616,8.17064815319294,0.210056070501651,0.959128398476958,113,1
8188955,"F",4,"pir98","8188955_1",1,2020,9,12,1.33,"F",11.7122463983022,0.313718618520703,8.75702062722132,0.222853437262543,0.764756243991859,NA,1
8188996,"F",3,"pir10","8188996_0",0,2019,5,39,7.8,"F",10.0494205075176,0.347167148254196,9.62064513564162,0.217005678193322,0.829355261742259,NA,1
8189345,"F",3,"pir230","8189345_7973083",7973083,2021,7,0,0,"F",15.0545370755626,0.352644606563615,16.308876602223,0.263668851481677,0.626651950950512,123,1
8189345,"F",4,"pir230","8189345_7973083",7973083,2022,6,31,5.17,"F",11.1564323405819,0.327005877081734,14.7743320390276,0.190527753620293,0.739294363315794,128,1
8189345,"F",5,"pir230","8189345_7973083",7973083,2023,4,44,11,"F",11.8984733978338,0.378838725097463,18.4078671949944,0.241448977263578,0.485721283265188,NA,1
8189354,"M",2,"pir54","8188436_8189354",8188436,2020,8,79,9.88,"F",11.3530572305219,0.336302164287244,11.3731409732157,0.243269804617489,0.613760706808121,NA,1
8189399,"M",3,"pir113","8183074_8189399",8183074,2021,6,48,8,"F",17.5707462102945,0.425092072705852,12.2219477511948,0.275886569396826,0.743250767776602,120,1
8189399,"M",4,"pir113","8863504_8189399",8863504,2022,8,19,2.38,"C",9.88605722963387,0.427879309698335,13.7802262859421,0.247826683890012,0.670660555997979,139,1
8378101,"F",2,"pir87","8378101_7532976",7532976,2020,9,0,0,"F",7.85589953128301,0.365278831766141,11.5081644539914,0.213863116103266,0.792973267285432,NA,1
8378101,"F",3,"pir89","8378101_8378876",8378876,2021,8,43,5.38,"F",13.7079496710888,0.388878704924269,14.1659454010672,0.25390045230717,0.661457257226193,119,1
8378640,"F",4,"pir47","8378640_8183895",8183895,2021,5,32,6.4,"F",14.3514812303203,0.38674460301964,10.4712656937405,0.236402223674557,0.769714611517287,NA,1
8378640,"F",4,"pir49","8378640_7530315",7530315,2022,7,29,4.14,"C",11.3229674316311,0.399302866265826,21.1868916109825,0.256553262669395,0.662811289862411,NA,1
8378772,"M",3,"pir74","8183588_8378772",8183588,2020,6,16,2.67,"F",10.6810724210657,0.336026167415709,11.8021454080938,0.244078680743468,0.81233379060186,114,1
8378843,"F",2,"tua219","8378843_7974035",7974035,2020,7,6,0.86,"F",9.77313740721301,0.339987564621295,9.33330473910362,0.227250549078788,0.676820288943621,NA,1
8378845,"F",5,"tua224","8378845_8863506",8863506,2023,9,46,5.11,"F",15.554956101711,0.371871538369608,19.22077007776,0.248771508489212,0.589752633001877,118,1
8378853,"F",2,"pir77","8378853_8183961",8183961,2020,7,21,3,"F",8.30555120155928,0.309708408619538,11.2987535032386,0.218558675989626,0.707467822969362,120,1
8378854,"F",2,"pir1","8378854_7717629",7717629,2020,6,0,0,"F",7.35688549485796,0.303189545516748,9.95152875335478,0.22728759974528,0.680407634819667,NA,1
8378854,"F",5,"pir41","8378854_8380994",8380994,2023,6,13,2.17,"F",15.3713003029582,0.360929342875392,14.3279661845135,0.263010307167267,0.459211386281621,NA,1
8378864,"F",2,"pir25","8378864_8183684",8183684,2020,7,0,0,"F",9.44109024178339,0.321301422254935,7.63135496437091,0.225900623144603,0.754105437897744,NA,1
8378864,"F",3,"pir26","8378864_8183684",8183684,2021,8,28,3.5,"C",10.5227982010743,0.403908289712581,13.2318008189915,0.267973273014288,0.856399434844814,NA,1
8378865,"F",2,"pir125","8378865_8378866",8378866,2020,5,8,1.6,"F",11.4868102762954,0.322342644506688,9.63920665585473,0.2099375625791,0.723664083645868,123,1
8378865,"F",3,"pir119","8378865_7717614",7717614,2021,8,87,10.88,"C",8.54265925860414,0.432310753820456,11.4836097250036,0.224387618484492,0.748794953894688,141,1
8378865,"F",4,"pir125","8378865_8378866",8378866,2022,6,19,3.17,"F",12.8976682752554,0.34646127364873,17.5298366729106,0.208320344855741,0.756564333231843,125,1
8378865,"F",5,"pir43","8378865_8378867",8378867,2023,8,0,0,"F",11.7938791872095,0.357514831601797,25.8441292394616,0.258287730309238,0.594261072161603,NA,1
